time,DJ1,DJ2,DJint,EW,FE,Fy,J,KE,PEW,SE,max_disp_y
31.75,-0.011504809853136,0.004056182299305,-0.0074486275538312,1.0844089490967,0.23741800368782,96.443703609257,0.021466329943757,0.92293297579536,1.0944603623051,0.11107970567566,0.011489448726658
32,-0.011814643582921,0.0063507034232158,-0.0054639401597054,1.1008525358072,0.24336128961701,96.054493355794,0.021777945773084,0.93893331437439,1.1120832578273,0.11080316989575,0.011690732764175
32.25,-0.012190221411379,0.0078461981931022,-0.0043440232182769,1.1175980322571,0.24942929501583,95.916187507057,0.02213365479611,0.95587035768509,1.130134034028,0.11010890918815,0.011897457978899
32.5,-0.012623023089477,0.013329892770998,0.00070686968152131,1.1346883375172,0.25509794497147,95.933993954747,0.022522689341258,0.97349357553324,1.148606580644,0.1092723358425,0.012110842989103
32.75,-0.01303287872276,0.016402792904524,0.0033699141817632,1.1522006682775,0.260146560427,96.14159157478,0.022979348899333,0.99171879402357,1.1674883661262,0.10828094837045,0.012331729309181
33,-0.013293722408575,0.012586689171309,-0.00070703323726565,1.1702796974422,0.26568702278862,96.701188894753,0.023564581436133,1.0104978026529,1.1867611292837,0.10728688061753,0.012560217297942
33.25,-0.0133138627208,0.0089179039724637,-0.0043959587483367,1.1890852620526,0.27145562835762,97.71958695986,0.024309393826688,1.0294310278131,1.2063796472867,0.10677352998242,0.012795373395061
33.5,-0.013105281633414,0.011002000995532,-0.0021032806378815,1.2086862302269,0.27707457638489,99.081625893279,0.025172685736754,1.0480615753036,1.2262545301437,0.10683769397626,0.013035253684845
33.75,-0.01278589439917,0.014051909120499,0.0012660147213292,1.2289880989351,0.28325808727428,100.47018226557,0.026051872340236,1.0664736082153,1.2462620222654,0.10703158229573,0.013277290007585
34,-0.012520737913914,0.012949521140615,0.00042878322670061,1.2497493013408,0.28918929703875,101.53856652205,0.026834993365206,1.0850068731741,1.2662777320229,0.10698973497626,0.013518859443426
34.25,-0.012455594601885,0.009158965922754,-0.003296628679131,1.2706609280711,0.29483559109455,102.06413856561,0.027446993579791,1.1038620458193,1.2862112832272,0.10643917820858,0.013757808093053
34.5,-0.012681543655427,0.0054276991474176,-0.0072538445080094,1.2914283399527,0.30092931727357,101.97561204105,0.027859044024383,1.1232388604995,1.3060233025291,0.10523463249461,0.013992821046608
34.75,-0.013221943228506,0.0092775431086488,-0.0039444001198568,1.311824877546,0.3072086146394,101.30497082177,0.02807690607464,1.1428639072144,1.3257248018541,0.10394701813943,0.014223649078237
35,-0.014019310858834,0.0175965868795,0.0035772760206663,1.3317272718526,0.31313790354368,100.17316439826,0.02814161578827,1.1623078524126,1.3453694320786,0.10282948978036,0.014451193332996
35.25,-0.014928987251901,0.020072822143189,0.0051438348912879,1.3511445060588,0.31883160280823,98.82780695361,0.028143799531273,1.1817557422101,1.3650432626483,0.10161888251382,0.014677368841851
35.5,-0.015749199114112,0.017232354323336,0.0014831552092236,1.3702333288154,0.32384620973977,97.644818590877,0.028219326473261,1.201283687489,1.3848471019668,0.10059047374578,0.01490466785224
