time,Fy,Jint,ce_int,external_work,fracture_energy,kinetic_energy,max_disp_y,nucleation_energy,preset_ext_work,strain_energy
7.3e-05,97.369036717352,0.11356531336749,1.7567653967836,6.8141142573283,0.57007337299032,6.6254886375429,0.063600205315215,0.25821428161492,6.952476999663,0.061757022256194
7.35e-05,97.565827876166,0.11413393248691,1.7696150071001,6.9291716814921,0.5701091017514,6.7440242994294,0.06442104147844,0.25248730504623,7.0693719440801,0.059971418599873
7.4e-05,97.096562835336,0.11367833221083,1.7622341424822,7.0445637769126,0.57013298900552,6.8643729272881,0.065258720395021,0.24648982724373,7.1873185274555,0.057322551064016
7.45e-05,96.090675670558,0.11273537118958,1.7547828454526,7.1597756669632,0.57022879340777,6.9866702228426,0.066111508889532,0.2401648543744,7.3065869807889,0.05409304878324
7.5e-05,94.965542753296,0.11184593247997,1.7744891350753,7.2750758758616,0.57041147021345,7.1107813180212,0.066978466292041,0.2347814235383,7.4276022343271,0.050953931035518
7.55e-05,94.186578165592,0.11146909731361,1.8052081499477,7.391352819582,0.57066779297367,7.2364705461951,0.06785979104489,0.23299968564327,7.5507582512305,0.048500528952686
7.6e-05,94.090912105186,0.11194659925556,1.7822407380409,7.5097206536002,0.57082880262705,7.3635937419113,0.06875571914275,0.23722140883664,7.6762607443055,0.047035038505114
7.65e-05,94.762202938352,0.1133547718932,1.7896105354317,7.6311360053781,0.57088894777649,7.4920221427875,0.069664834087694,0.24556142800687,7.8040506795567,0.046677569565122
7.7e-05,95.983358509825,0.11541570936888,1.7455786266045,7.7560997459351,0.57104786192003,7.6214782312371,0.070583049097863,0.25518919041276,7.9338144550471,0.04747016915349
7.75e-05,97.351066840499,0.11764499253907,1.7191360053318,7.8844927105541,0.57139932963868,7.7515794723762,0.071504090342074,0.26438721136891,8.0650710169726,0.049311305354695
