time,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_work,strain_energy
2.95e-05,0.018818668717222,0.91409362648855,0.049716580913432,0.73532437128068,0.0096499787986832,0.92225141887519,0.12324981253992
3e-05,0.019402069949021,0.94537289652871,0.052513386720738,0.76136782113723,0.010015663574513,0.95262970574565,0.12459212205127
3.05e-05,0.019679176595719,0.97519358321619,0.055279530469169,0.78781520700343,0.010388213189812,0.9823023802041,0.1250480989735
3.1e-05,0.019970957513616,1.0043608460775,0.057959996362951,0.81434434981125,0.010770480781731,1.0121770613854,0.12573774788576
3.15e-05,0.020597339591558,1.0340916312704,0.060520412281878,0.84104785609838,0.011164988224492,1.0430949275676,0.12724863965523
3.2e-05,0.021577783922716,1.0651233833858,0.063004099704094,0.86814047309447,0.011570906415192,1.0752730012914,0.12973548812788
3.25e-05,0.022611480230092,1.0972544177622,0.065504768005568,0.89569658857926,0.01198470659848,1.108337007768,0.13254193579156
3.3e-05,0.02338432064376,1.1297054688068,0.068151203709561,0.92435598257154,0.012403902151794,1.1418496012054,0.13407804965247
3.35e-05,0.023893126607517,1.162011086911,0.071004244963257,0.9548770392065,0.012830372811401,1.1758026991395,0.13348403614493
3.4e-05,0.024445926404278,1.194524201222,0.074051553352448,0.98800356180593,0.013270247668035,1.2106195086231,0.13105863246382
3.45e-05,0.025354111151798,1.2281084544036,0.077235393962645,1.0232434315357,0.013730514230891,1.2467166594476,0.12805353277944
3.5e-05,0.026658344036284,1.2634323785753,0.080453293417725,1.0596832618769,0.014215181447026,1.2840971482092,0.12555693446332
3.55e-05,0.028150238939959,1.3005285347253,0.083619422924066,1.0964475659969,0.014723561977009,1.3223572023695,0.12407966586156
3.6e-05,0.029610475320708,1.3389681146944,0.086745768314479,1.1329131159724,0.015250884063649,1.3610223974425,0.12339179580952
