time,DJ_over_J,DJint,Fy,Jint,ce_int,external_work,fracture_energy,kinetic_energy,max_disp_y,nucleation_energy,preset_ext_work,strain_energy
4.8050000000001e-05,0.041183665128813,0.0029137580161142,107.38348666652,0.070750332856503,-0.58902393829929,2.5469233552277,0.2749809040865,2.4065678686861,0.029200170142683,0.39589827952318,2.6068527155759,0.086222616336953
4.8100000000001e-05,0.036659128577051,0.0025818835220316,106.81476725313,0.070429484339893,-0.58239750731881,2.5538270939178,0.27533435169591,2.4128563035243,0.029258993821268,0.39495080937579,2.6129021941284,0.085954439512952
4.8150000000001e-05,0.025087381154486,0.0017464145209929,105.43420601536,0.069613265339996,-0.57575462194431,2.5605752489875,0.2756954540016,2.4191661325095,0.029317236412433,0.39388756450086,2.6189047607128,0.085612568519836
4.8200000000001e-05,0.0075844741388722,0.0005188852318679,103.42395561675,0.068414134238852,-0.56861865583808,2.567125374443,0.27604444728678,2.4254946483392,0.029374898489894,0.39280927213019,2.6248691237721,0.085232584390011
4.8250000000001e-05,-0.013823594991879,-0.00092627695831464,101.06721032904,0.067006951437652,-0.56184529042169,2.57346136247,0.27639417390236,2.4318417053623,0.029432012216144,0.39149097813752,2.6308079623132,0.084813445055817
4.8300000000001e-05,-0.036145568744406,-0.002371478499327,98.711416876083,0.065609107331975,-0.55370250914182,2.5795959848512,0.27674264108245,2.4382113995984,0.029488633490478,0.39004941641412,2.636736264035,0.084370393393419
4.8350000000001e-05,-0.055667213910775,-0.0035876831435502,96.715368949219,0.064448764209767,-0.5459747378151,2.585569955756,0.27707640605616,2.444609403895,0.029544830978943,0.38877157677591,2.6426691588293,0.083918957222926
4.8400000000001e-05,-0.068664241563413,-0.0043755602716216,95.386156669782,0.063724002071451,-0.53749126472336,2.5914469403108,0.27742480357573,2.4510488628473,0.029600673954412,0.38730976863334,2.6486195485611,0.083427039789387
4.8450000000001e-05,-0.072511645007358,-0.0046088341547104,94.916431862202,0.063559917227678,-0.52929048459112,2.5973038858784,0.27776136579802,2.4575345586848,0.029656221146491,0.3858659706915,2.6545959556418,0.082939240819199
4.8500000000001e-05,-0.066731125998542,-0.0042690582685422,95.335618401242,0.063974018191083,-0.52129512438482,2.6032168935344,0.27809787165284,2.4640533296361,0.02971151269536,0.3844340561692,2.660601062239,0.082472670252182
4.8550000000001e-05,-0.05335573157474,-0.0034606940761666,96.488805964545,0.064860774541512,-0.51518369373995,2.6092446854071,0.27843104597251,2.4705842922339,0.029766566805707,0.38318278158421,2.6666313468215,0.082037480372861
4.8600000000001e-05,-0.036347591337878,-0.0023990500602423,98.053083556078,0.066002999701998,-0.50718006806093,2.6154137651149,0.27876202523625,2.4771048744325,0.029821381864356,0.38181237102271,2.6726780330602,0.081651463806367
4.8650000000001e-05,-0.02042045978981,-0.0013704447184904,99.593247934908,0.06711135462162,-0.50043180542591,2.6217102069139,0.2791019445278,2.4836031569025,0.029875943746907,0.38055160415668,2.6787365458315,0.081288124894194
4.8700000000001e-05,-0.0098950258315348,-0.00067172775222362,100.64885251434,0.067885396527503,-0.49212727913423,2.6280815880737,0.27944656330434,2.490081623597,0.029930236977767,0.37912779826957,2.684817406194,0.08093172861383
4.8750000000001e-05,-0.0079686220705765,-0.00054252556139186,100.83519805599,0.068082732069211,-0.48271835448319,2.6344491673943,0.27978589885316,2.4965535393515,0.029984257531925,0.37767449633232,2.690880232054,0.080563090821391
4.8800000000001e-05,-0.016371869276168,-0.0011063993416455,99.935100993346,0.067579292442562,-0.47460131121997,2.640726695113,0.28013744390329,2.5030406752691,0.030038024570983,0.3761652242204,2.6969224424329,0.080134915281469
