time,Fx,Fy
5.3741461800171e-05,2582.8542424492,0.84344577306282
5.374146370752e-05,2582.8565202593,0.84344842368234
5.3741465614869e-05,2582.858798144,0.84345107440294
5.3741467522217e-05,2582.8610761031,0.84345372523496
5.3741469429566e-05,2582.8633541366,0.84345637618641
5.3741471336915e-05,2582.8656322446,0.84345902725663
5.3741473244263e-05,2582.8679104271,0.84346167843348
5.3741475151612e-05,2582.8701886841,0.843464329733
5.3741477058961e-05,2582.8724670157,0.84346698113981
5.3741478966309e-05,2582.8747454219,0.84346963265665
5.3741480873658e-05,2582.8770239027,0.84347228427989
5.3741482781006e-05,2582.8793024583,0.84347493601363
5.3741484688355e-05,2582.8815810886,0.84347758786293
5.3741486595704e-05,2582.8838597937,0.84348023983115
5.3741488503052e-05,2582.8861385735,0.84348289191665
5.3741490410401e-05,2582.8884174279,0.84348554411797
5.374149231775e-05,2582.8906963568,0.84348819643923
5.3741494225098e-05,2582.8929753603,0.84349084886441
5.3741496132447e-05,2582.8952544384,0.84349350139702
5.3741498039796e-05,2582.897533591,0.84349615404585
5.3741499947144e-05,2582.8998128182,0.84349880680804
5.3741501854493e-05,2582.9020921197,0.84350145968832
5.3741503761841e-05,2582.9043714957,0.8435041126858
5.374150566919e-05,2582.9066509462,0.84350676579779
5.3741507576539e-05,2582.9089304713,0.84350941901404
5.3741509483887e-05,2582.911210071,0.84351207233323
5.3741511391236e-05,2582.9134897454,0.84351472577098
5.3741513298585e-05,2582.9157694943,0.84351737932461
5.3741515205933e-05,2582.9180493179,0.84352003298994
5.3741517113282e-05,2582.920329216,0.84352268675581
5.3741519020631e-05,2582.9226091886,0.84352534061237
5.3741520927979e-05,2582.9248892358,0.84352799456939
5.3741522835328e-05,2582.9271693575,0.84353064863016
5.3741524742676e-05,2582.9294495536,0.84353330280264
5.3741526650025e-05,2582.9317298243,0.84353595708896
5.3741528557374e-05,2582.9340101696,0.84353861149168
5.3741530464722e-05,2582.9362905895,0.84354126601091
5.3741532372071e-05,2582.9385710841,0.84354392063264
5.374153427942e-05,2582.9408516534,0.84354657535985
5.3741536186768e-05,2582.9431322971,0.84354923019992
5.3741538094117e-05,2582.9454130152,0.84355188514838
5.3741540001466e-05,2582.9476938078,0.84355454021355
5.3741541908814e-05,2582.949974675,0.84355719539197
5.3741543816163e-05,2582.9522556166,0.84355985069723
5.3741545723511e-05,2582.9545366328,0.84356250611357
5.374154763086e-05,2582.9568177234,0.84356516165068
5.3741549538209e-05,2582.9590988884,0.84356781730925
5.3741551445557e-05,2582.9613801277,0.84357047309224
5.3741553352906e-05,2582.9636614417,0.84357312899731
5.3741555260255e-05,2582.9659428303,0.84357578501668
5.3741557167603e-05,2582.9682242934,0.84357844115027
5.3741559074952e-05,2582.970505831,0.8435810973912
5.37415609823e-05,2582.9727874432,0.84358375373881
5.3741562889649e-05,2582.9750691299,0.84358641020191
5.3741564796998e-05,2582.977350891,0.84358906677951
5.3741566704346e-05,2582.9796327265,0.84359172346585
5.3741568611695e-05,2582.9819146364,0.84359438027429
5.3741570519044e-05,2582.9841966208,0.84359703721043
5.3741572426392e-05,2582.9864786795,0.84359969427187
5.3741574333741e-05,2582.9887608126,0.84360235145317
5.374157624109e-05,2582.9910430204,0.84360500874695
5.3741578148438e-05,2582.9933253026,0.84360766614161
5.3741580055787e-05,2582.9956076593,0.84361032365642
5.3741581963135e-05,2582.9978900905,0.84361298128598
5.3741583870484e-05,2583.0001725962,0.84361563902852
5.3741585777833e-05,2583.0024551764,0.84361829687213
5.3741587685181e-05,2583.0047378311,0.84362095481341
5.374158959253e-05,2583.0070205601,0.84362361286001
5.3741591499879e-05,2583.0093033635,0.84362627101345
5.3741593407227e-05,2583.0115862414,0.84362892926089
5.3741595314576e-05,2583.0138691937,0.843631587606
5.3741597221925e-05,2583.0161522204,0.84363424605565
5.3741599129273e-05,2583.0184353216,0.84363690460505
5.3741601036622e-05,2583.0207184972,0.84363956325313
5.374160294397e-05,2583.0230017472,0.84364222200363
5.3741604851319e-05,2583.0252850715,0.843644880875
5.3741606758668e-05,2583.0275684702,0.84364753986355
5.3741608666016e-05,2583.0298519432,0.8436501989593
5.3741610573365e-05,2583.0321354907,0.84365285816375
