time,DJ1,DJ2,DJint,EW,FE,Fy_top,J,KE,PEW,SE,max_disp_y,preset_ext_power,preset_ext_work_p
29.375,0.0021084155659329,-0.00013678110431865,0.0019716344616143,-0.00080740771202364,0.33870331272571,183.33151886235,0.0082032656605682,0.13273106059132,0.49765081270623,0.52554311236529,0.0031055575211195,0,0
29.625,0.001744974788961,2.4289679763159e-05,0.0017692644687242,-0.00086642124259691,0.34338171156074,181.70722337871,0.0086447557436373,0.13764925103683,0.4976507832616,0.5153932960689,0.0030865567314362,0,0
29.875,0.0014061610884655,6.4469152246152e-05,0.0014706302407117,-0.00092429175687457,0.34794675194327,178.49152099242,0.0090123200505756,0.14214982632699,0.49765076791508,0.5054422711784,0.0030698088012624,0,0
30.125,0.0012146209152644,4.2985985664332e-05,0.0012576069009288,-0.0009703815441584,0.35246916777764,175.47515544307,0.0093234466597341,0.14657311829726,0.49765077237051,0.49590637133624,0.0030480804820101,0,0
30.375,0.0011907228868906,-0.00029093488935581,0.00089978799753477,-0.00098937107133525,0.35691531098424,173.98483600923,0.0095991783760104,0.15031002493389,0.49765079486721,0.48695790065841,0.0030316015945426,0,0
30.625,0.0012267748475158,-0.00068748380945876,0.00053929103805703,-0.00097135409988492,0.36135744496738,174.22934576086,0.009832182115472,0.15375721537212,0.49765082294602,0.47842213596153,0.0030153841311909,0,0
30.875,0.0012116501258416,-0.00075940260960991,0.0004522475162317,-0.0009216771612473,0.36575331669927,175.47250858643,0.0099975248745101,0.15656710646739,0.49765083874627,0.47046112586878,0.002999436148717,0,0
31.125,0.0011236511487384,-0.00084163554142915,0.00028201560730927,-0.00085761260296945,0.37017697860881,176.68089250323,0.010093961290603,0.15900084827769,0.49765083146422,0.46327022962711,0.00298466469405,0,0
31.375,0.00099569280773589,4.7392418355545e-05,0.0010430852260914,-0.00079415939535273,0.3745547174959,177.09386909477,0.01014713774376,0.16015665401172,0.49765080229084,0.45699530009772,0.0029712895923867,0,0
31.625,0.00086614072578295,0.00041593776804728,0.0012820784938302,-0.00073703596175443,0.37895442129291,176.44724316066,0.010172445726758,0.1607598873784,0.49765075926144,0.45145682420713,0.0029668440893841,0,0
31.875,0.00079338671892436,0.00064675954609953,0.0014401462650239,-0.00068555579075549,0.38332650234331,174.5049297129,0.010146890586748,0.16034172493779,0.49765072583309,0.44654812764569,0.0029747224315939,0,0
32.125,0.00081363020092582,0.00066433431734448,0.0014779645182703,-0.00063364182892483,0.38770158757922,171.77954666058,0.010045188757966,0.15929612450899,0.49765072146061,0.44237678569914,0.0029887079708641,0,0
32.375,0.0009157851609475,0.00023180386671185,0.0011475890276593,-0.00056950334131827,0.3920867898557,169.23751783295,0.0099029910516676,0.15768764920836,0.49765074309612,0.43858647529438,0.0030504425478805,0,0
32.625,0.0010131972557437,-0.00073547708668327,0.00027772016906047,-0.00048378563572592,0.39644109875874,166.01691653826,0.0096845838392448,0.15550033912025,0.49765078130994,0.43562498441296,0.0031532243871147,0,0
32.875,0.0010647503543847,-0.0018126782097041,-0.00074792785531932,-0.00037557786789268,0.40081341628626,161.04057151597,0.0093579638996964,0.15302382057206,0.4976508337361,0.43334602193531,0.0032478196380565,0,0
